"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","sndp","total_num_of_crimes"
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,70.6,0,0.555555555555556
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,73.1,0,0.6331569664903
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,74.6,0,0.647266313932981
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,56.6,0,0.624338624338624
"239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,53.3,0,0.647266313932981
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,49.8,0,0.566137566137566
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,56.1,0,0.610229276895944
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,58.4,0,0.63668430335097
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,57.9,0,0.617283950617284
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,60.6,0,0.714285714285714
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,62.3,0,0.735449735449735
"246",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,65.4,0,0.710758377425044
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,69.8,0,0.682539682539683
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,65.4,0,0.680776014109347
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,57.5,0,0.686067019400353
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,61.8,0,0.689594356261023
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,65.5,0,0.717813051146384
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,66.8,0,0.634920634920635
"253",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,69.1,0,0.72310405643739
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,69.6,0,0.742504409171076
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,68.9,0,0.694885361552028
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,69.6,0,0.64021164021164
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,56.9,0,0.661375661375661
"258",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,69.8,0,0.687830687830688
"259",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,61.9,0,0.590828924162258
"260",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,44.5,0,0.589065255731922
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,48,0,0.576719576719577
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,55,0,0.571428571428571
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,57.2,0,0.627865961199294
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,57.5,0,0.622574955908289
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,56.6,0,0.555555555555556
"266",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,52.2,0,0.624338624338624
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,51,0,0.63668430335097
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,53.9,0,0.574955908289242
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,62.9,0,0.590828924162258
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,64.7,0,0.6331569664903
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,54.9,0,0.679012345679012
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,55.4,0,0.608465608465608
"273",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,56.4,0,0.710758377425044
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,50.3,0,0.670194003527337
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,45.9,0,0.615520282186949
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,55.5,0,0.659611992945326
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,52.5,0,0.659611992945326
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,50.4,0,0.590828924162258
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,50.3,0,0.596119929453263
"280",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,59.1,0,0.693121693121693
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,64.2,0,0.634920634920635
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,55.5,0,0.626102292768959
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,64.2,0,0.626102292768959
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,61.7,0,0.675485008818342
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,48.5,0,0.675485008818342
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,45.3,0,0.661375661375661
"287",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,43,0,0.716049382716049
"288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,40,0,0.72310405643739
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,40,0,0.615520282186949
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,53,0,0.668430335097002
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,56.1,0,0.63668430335097
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,49.5,0,0.671957671957672
"293",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,48.5,0,0.592592592592593
"294",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,41.1,0,0.668430335097002
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,45.1,0,0.583774250440917
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,43.2,0,0.523809523809524
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,52.6,0,0.62962962962963
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,50.5,0,0.532627865961199
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,31.5,0,0.532627865961199
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,28.2,0,0.532627865961199
"301",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,27.9,0,0.624338624338624
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,27.3,0,0.624338624338624
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,30.2,0,0.552028218694885
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,21.1,0,0.534391534391534
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,15.6,0,0.552028218694885
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,24.5,0,0.532627865961199
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,24.6,0,0.552028218694885
"308",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,22.9,0,0.610229276895944
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,40,0,0.571428571428571
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,52.2,0,0.599647266313933
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,44.1,0,0.532627865961199
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,26.3,0,0.541446208112875
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,25.5,0,0.562610229276896
"314",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,25.2,0,0.499118165784832
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,40.9,0,0.574955908289242
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,48.8,0,0.650793650793651
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,25.3,0,0.710758377425044
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,27.8,0,0.564373897707231
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,32.4,0,0.627865961199294
"320",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,31.5,0,0.592592592592593
"321",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,36.6,0,0.686067019400353
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,39,0,0.567901234567901
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,34.9,0,0.537918871252205
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,36.2,0,0.599647266313933
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,37.4,0,0.552028218694885
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,33.9,0,0.649029982363316
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,30.6,0,0.488536155202822
"328",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,30.2,0,0.627865961199294
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,41.5,0,0.641975308641975
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,49.3,0,0.573192239858907
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,47,0,0.596119929453263
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,44.3,0,0.529100529100529
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,29.5,0,0.620811287477954
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,26.8,0,0.580246913580247
"335",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,31.2,0,0.673721340388007
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,33,0,0.62962962962963
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,35.1,0,0.523809523809524
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,36,0,0.536155202821869
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,46.5,0,0.54673721340388
"340",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,43.3,0,0.520282186948854
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,45.8,0,0.573192239858907
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,31.3,0,0.497354497354497
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,29.7,0,0.569664902998236
"344",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,28.4,0,0.538461538461538
"345",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,34.3,0,0.478632478632479
"346",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,10.3,3.1,0.488888888888889
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,8,2,0.509401709401709
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,27.7,3.1,0.511111111111111
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,26.3,3.9,0.526495726495727
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,19.3,3.1,0.548717948717949
"351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,13.5,3.1,0.543589743589744
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,23.5,3.1,0.664957264957265
"353",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,29.3,3.1,0.581196581196581
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,36.8,1.2,0.591452991452991
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,38.7,0,0.548717948717949
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,34,0,0.570940170940171
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,36.6,0,0.608547008547008
"358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,34.2,0,0.6
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,32.2,0,0.618803418803419
"360",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,31.7,0,0.675213675213675
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,35.1,0,0.565811965811966
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,34.1,1.2,0.535042735042735
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,25.9,1.2,0.572649572649573
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,29.3,1.2,0.586324786324786
"365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,28.7,0,0.502564102564103
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,36.1,0,0.582905982905983
"367",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,29.7,0,0.582905982905983
"368",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,25.4,16.1,0.48034188034188
"369",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,20.2,14.2,0.535042735042735
"370",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,33.6,11,0.502564102564103
"371",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,29.3,3.9,0.488888888888889
"372",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,28.4,3.9,0.524786324786325
"373",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,14.5,3.1,0.483760683760684
"374",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,21.1,3.1,0.47008547008547
"375",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,18.2,3.1,0.509401709401709
"376",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,7,3.1,0.507692307692308
"377",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,23.4,3.1,0.512820512820513
"378",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,24.3,3.1,0.471794871794872
"379",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,13.9,3.1,0.557264957264957
"380",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,10,5.9,0.492307692307692
"381",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,22,5.9,0.593162393162393
"382",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,23.8,5.1,0.535042735042735
"383",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,30.7,3.9,0.535042735042735
"384",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,26.6,3.9,0.499145299145299
"385",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,15.2,3.9,0.500854700854701
"386",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,14.7,3.9,0.558974358974359
"387",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,34.1,2,0.557264957264957
"388",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,37.1,1.2,0.488888888888889
"389",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,40,1.2,0.6
"390",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,43.9,0,0.644444444444444
"391",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,44.7,0,0.584615384615385
"392",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,44.9,0,0.623931623931624
"393",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,50.6,0,0.663247863247863
"394",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,52.5,0,0.582905982905983
"395",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,47.6,0,0.632478632478632
"396",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,61.3,0,0.637606837606838
"397",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,44.1,0,0.565811965811966
"398",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,38.8,0,0.521367521367521
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,44.4,0,0.58974358974359
"400",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,44,0,0.629059829059829
"401",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,43,0,0.521367521367521
"402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,34.8,0,0.538461538461538
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,31.4,3.1,0.487179487179487
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,32.4,2,0.548717948717949
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,40.7,0,0.553846153846154
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,39.7,0,0.555555555555556
"407",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,30.8,1.2,0.601709401709402
"408",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,29.2,0,0.533333333333333
"409",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,34.9,0,0.478632478632479
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,49.1,0,0.611965811965812
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,50.1,0,0.57948717948718
"412",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,55.9,0,0.753846153846154
"413",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,60.6,0,0.615384615384615
"414",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,52,0,0.593162393162393
"415",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,42.9,0,0.582905982905983
"416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,56.3,0,0.538461538461538
"417",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,55,0,0.560683760683761
"418",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,47.2,0,0.603418803418803
"419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,54.6,0,0.553846153846154
"420",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,54.5,0,0.613675213675214
"421",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,50.5,0,0.601709401709402
"422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,58.8,0,0.611965811965812
"423",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,63.3,0,0.625641025641026
"424",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,58.2,0,0.658119658119658
"425",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,56,0,0.647863247863248
"426",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,54.8,0,0.572649572649573
"427",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,62.4,0,0.632478632478632
"428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,62.3,0,0.576068376068376
"429",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,57.5,0,0.562393162393162
"430",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,50.8,0,0.61025641025641
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,47.6,0,0.547008547008547
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,42.2,0,0.51965811965812
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,44.5,0,0.629059829059829
"434",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,47.5,0,0.67008547008547
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,45.9,0,0.567521367521368
"436",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,47.1,0,0.606837606837607
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,49.1,0,0.6
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,49.1,0,0.564102564102564
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,52.3,0,0.615384615384615
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,48,0,0.548717948717949
"441",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,52.2,0,0.765811965811966
"442",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,64.9,0,0.521367521367521
"443",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,70.1,0,0.593162393162393
"444",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,67.8,0,0.625641025641026
"445",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,56.1,0,0.558974358974359
"446",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,60.1,0,0.57948717948718
"447",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,71.2,0,0.61025641025641
"448",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,73.9,0,0.652991452991453
"449",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,60.4,0,0.541880341880342
"450",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,50.3,0,0.567521367521368
"451",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,59.9,0,0.625641025641026
"452",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,54.2,0,0.620512820512821
"453",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,49.6,0,0.591452991452991
"454",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,55.3,0,0.641025641025641
"455",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,67.6,0,0.707692307692308
"456",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,72.9,0,0.765811965811966
"457",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,74.9,0,0.711111111111111
"458",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,74.6,0,0.634188034188034
"459",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,51.4,0,0.61025641025641
"460",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,46.2,0,0.635897435897436
"461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,54.7,0,0.57948717948718
"462",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,60.5,0,0.673504273504274
"463",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,65.7,0,0.647863247863248
"464",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,68.8,0,0.555555555555556
"465",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,74.3,0,0.582905982905983
"466",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,73.3,0,0.625641025641026
"467",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,70.9,0,0.627350427350427
"468",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,72,0,0.675213675213675
"469",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,75.7,0,0.682051282051282
"470",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,66,0,0.565811965811966
"471",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,48.7,0,0.524786324786325
"472",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015,53.5,0,0.782905982905983
"473",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,58,0,0.608547008547008
