,day,sndp,temp,total_num_of_crimes
734,6,0,57,0.622574956
111,2,0,8.1,0.593253968
137,2,0,36,0.673267327
1091,6,0,76.3,0.80952381
1231,3,0,71.7,0.736514523
1431,4,0,65.5,0.630769231
1397,1,0,79.5,0.662857143
1211,5,0,81.5,0.666666667
1083,2,0,70.7,0.576068376
752,2,0,53.1,0.689594356
371,5,0,27.8,0.582857143
1038,5,0,63.2,0.695049505
1178,3,0,64.4,0.761904762
310,2,0,59.7,0.632380952
1660,2,0,66.7,0.652777778
493,6,0,37.9,0.692946058
1778,5,0,59.1,0.693121693
1626,5,0,58.2,0.714851485
641,1,0,59.7,0.643809524
1023,6,0,67.4,0.656410256
1800,6,0,49.8,0.681188119
1095,4,0,62.8,0.6
834,6,0,61.1,0.637623762
570,4,0,32.3,0.651485149
1174,5,0,72.6,0.734126984
352,2,0,52,0.571428571
1681,1,0,60.1,0.692946058
636,1,0,31.3,0.669306931
1510,5,0,75.2,0.71031746
567,7,0,56.3,0.538461538
1648,7,0,61.9,0.589285714
1753,6,0,56.3,0.65560166
348,3,0,26.3,0.645228216
1884,6,0,25.3,0.6
928,6,0,72.1,0.71031746
1666,3,0,72.2,0.714285714
175,4,2,24,0.60670194
359,3,0,47.3,0.664761905
1620,4,0,59,0.601980198
822,4,0,65.2,0.714851485
1669,6,0,56,0.709543568
1114,2,0,77.2,0.892857143
1643,7,0,61.5,0.727619048
1813,2,0,42.3,0.65560166
1326,4,0,78.5,0.718811881
169,3,3.1,8.3,0.603174603
881,6,0,63.4,0.723809524
495,2,2,32.4,0.548717949
153,2,0,33.5,0.591269841
1708,3,0,63.8,0.674603175
539,5,0,39.6,0.744761905
1232,5,0,68.3,0.765432099
179,2,0,22.2,0.588118812
562,1,0,40.4,0.623015873
405,1,1.2,40,0.6
1121,4,0,82.2,0.653333333
994,3,0,80.6,0.738095238
2041,5,0,39.2,0.692946058
873,2,0,73.3,0.625641026
1047,3,0,72.3,0.594871795
1354,7,0,78.4,0.748015873
357,7,5.9,22,0.593162393
1295,5,0,62.9,0.887619048
955,6,0,68.6,0.809128631
1960,3,0,40.7,0.615079365
1932,7,0,34.4,0.596039604
919,7,0,60.9,0.738589212
608,6,0,64.6,0.747795414
331,2,0,19.3,0.546737213
1730,4,0,55.4,0.608465608
874,4,0,73.2,0.732142857
265,5,7.1,20.4,0.587301587
1612,1,0,67.8,0.724206349
743,4,0,48.9,0.638095238
2094,6,0,38.5,0.679207921
1185,5,0,80,0.630769231
14,6,0,34.3,0.478632479
152,1,1.2,25.9,0.572649573
317,4,0,34.6,0.675247525
1978,6,0,40,0.638888889
1226,4,0,67.7,0.742504409
1053,4,0,73.4,0.652991453
1536,4,0,66.9,0.617821782
1410,4,0,70.9,0.627722772
71,5,0,24.3,0.63960396
596,4,0,57.6,0.682539683
1554,7,0,74.9,0.691089109
788,1,0,73.6,0.701940035
695,3,0,71.3,0.685714286
192,5,7.1,9.2,0.773858921
1600,6,0,70.8,0.775793651
2065,2,0,23.2,0.663900415
600,2,0,37.1,0.659405941
478,1,0,40.1,0.638888889
1779,6,0,63.8,0.577777778
841,1,0,54.1,0.804979253
1721,6,0,64.6,0.554285714
1556,3,0,60.6,0.714285714
545,6,0,44.2,0.723809524
665,5,0,50.6,0.72
1758,6,0,47.4,0.695049505
2043,1,0,37.2,0.591452991
384,1,0,37.9,0.643564356
1934,3,0,24.5,0.532627866
542,2,0,47.1,0.78659612
91,4,0,26,0.557319224
1542,5,0,70.6,0.75049505
1437,5,0,68.8,0.611965812
877,7,0,70.9,0.767634855
1623,1,0,72.4,0.611965812
2109,5,0,29.8,0.51965812
812,5,0,42.9,0.712522046
1411,5,0,70.6,0.713692946
503,6,0,43.7,0.613333333
2158,1,0,47.4,0.579365079
1740,3,0,47.6,0.601980198
2064,1,0,24,0.695049505
1416,5,0,69.2,0.685148515
1132,5,0,78.6,0.726190476
261,6,0,11.5,0.589285714
1568,5,0,65.4,0.710758377
603,6,0,50.5,0.601709402
1249,6,0,80.2,0.765560166
1582,3,0,73.1,0.688492063
2069,1,0,31.5,0.697142857
1483,3,0,68.4,0.674273859
876,6,0,78.3,0.851485149
1378,4,0,79.1,0.68452381
1236,3,0,79.1,0.782178218
1811,7,0,40,0.632380952
1197,7,0,82.1,0.608547009
1814,4,0,45.3,0.661375661
346,1,0,42.8,0.575238095
982,1,0,71.1,0.742063492
1046,2,0,77.6,0.69664903
1757,5,0,64.7,0.706666667
1834,3,0,64.6,0.672619048
1040,1,0,73.1,0.686067019
629,6,0,70.3,0.704761905
639,5,0,62.4,0.632478632
1647,5,0,56.6,0.632478632
2072,5,0,30.2,0.627865961
1578,4,0,78.1,0.778217822
1541,4,0,67.9,0.632380952
1905,6,0,42.3,0.555555556
1587,2,0,67.8,0.603418803
2013,3,0,36.5,0.577777778
2125,5,0,31.3,0.643153527
916,4,0,72.6,0.775793651
967,1,0,68.3,0.765560166
582,6,0,29.2,0.6
1214,2,0,81.1,0.716049383
2073,6,0,55.3,0.55042735
1844,2,0,56.1,0.636684303
739,5,0,48.6,0.751037344
1027,4,0,60.4,0.709543568
1137,4,0,66.3,0.54017094
1493,3,0,58.4,0.548571429
356,6,0,26.3,0.582010582
226,2,0,46,0.617142857
1473,4,0,83.9,0.743589744
1434,1,0,86.2,0.77029703
1711,6,0,44.2,0.711618257
1144,7,0,74.2,0.692460317
441,7,0,47.6,0.632478632
914,1,0,78.1,0.758377425
1065,6,0,66.5,0.593162393
1062,2,0,74.9,0.762376238
1618,2,0,62.4,0.700396825
1008,7,0,86.3,0.742574257
185,3,0,35.8,0.659405941
1387,1,0,77.8,0.81120332
1937,7,0,35,0.601904762
110,1,0,34,0.570940171
825,1,0,74.6,0.634188034
784,3,0,60.4,0.759920635
255,5,0,21,0.573412698
1855,2,0,39.1,0.647302905
984,3,0,75.1,0.742574257
181,5,2,24.9,0.589065256
1104,2,0,78.5,0.788118812
323,5,0,40.7,0.635643564
585,3,0,47.2,0.603418803
1141,2,0,76.8,0.72406639
51,6,0,40.5,0.619047619
12,3,0,29.5,0.630705394
440,6,0,37,0.62962963
999,2,0,70.4,0.700854701
1039,6,0,69.1,0.790456432
2108,4,0,26.8,0.580246914
380,3,3.1,22.2,0.57319224
929,7,0,81,0.699047619
872,1,0,76.5,0.619047619
1191,6,0,82.5,0.613675214
282,6,0,22.2,0.647302905
1098,1,0,77.2,0.835643564
244,5,0,26.7,0.664761905
651,7,0,57.5,0.562393162
1200,4,0,76.7,0.724752475
286,5,0,46.4,0.76
173,1,0,28.4,0.617821782
883,1,0,62.7,0.746887967
1145,1,0,78.2,0.697142857
482,6,0,41.9,0.617283951
885,4,0,72,0.675213675
1336,4,0,84.6,0.791666667
1072,2,0,69.3,0.722222222
827,4,0,75.5,0.67047619
2019,4,0,34.2,0.574358974
253,3,7.1,10.6,0.485008818
1143,5,0,71.5,0.579487179
219,6,0,32.3,0.557539683
700,3,0,46.4,0.648809524
2029,3,0,37.6,0.709543568
1059,5,0,66.3,0.594871795
1266,1,0,72.5,0.734653465
927,4,0,71,0.623931624
1094,3,0,69.2,0.705467372
602,5,0,55.4,0.60670194
2183,6,2,10.5,0.558095238
48,2,0,42.8,0.682572614
1005,3,0,63.5,0.617094017
1927,7,0,34.2,0.68879668
2082,4,0,34.3,0.625742574
1517,7,0,62.5,0.643809524
1512,7,0,65,0.596039604
2058,7,0,25.1,0.655445545
1880,1,0,52.6,0.62962963
1572,3,0,71.1,0.726732673
808,7,0,47.3,0.712301587
1460,1,0,78.8,0.814814815
1636,5,0,63.3,0.694444444
1230,2,0,75.7,0.752475248
2105,7,0,38.8,0.622857143
1356,2,0,80.5,0.75049505
2116,1,3.1,2.2,0.571428571
90,2,3.1,26.4,0.657676349
1624,3,0,57.3,0.597222222
399,7,1.2,37.1,0.488888889
2075,2,1.2,25.2,0.603809524
1120,3,0,79.1,0.702380952
2088,5,0,40.6,0.689108911
1117,5,0,82.8,0.877593361
130,7,0,43.9,0.655238095
1783,4,0,48.6,0.717842324
187,6,3.9,26.8,0.677248677
1682,3,0,57.5,0.622574956
1950,3,0,32.6,0.697029703
714,7,0,44.5,0.637623762
1893,4,0,49.7,0.55042735
1924,4,0,58.2,0.736111111
260,5,3.1,14.5,0.483760684
857,2,0,60.9,0.674285714
2076,3,0,36,0.724752475
1689,5,0,62,0.6
195,2,0,37.1,0.581349206
1128,6,0,71.7,0.742574257
1079,4,0,76.2,0.681904762
164,3,0,28.7,0.502564103
1328,7,0,75.4,0.71957672
1189,3,0,81.6,0.757261411
328,5,0,40.8,0.596190476
728,5,0,49.1,0.728395062
1390,6,0,75.8,0.763888889
1516,6,0,70.3,0.662698413
1010,3,0,79.7,0.664902998
2163,7,0,41.2,0.507692308
1965,2,1.2,34.7,0.524786325
140,6,0,35.1,0.565811966
2129,4,0,36.1,0.636190476
543,3,0,55.9,0.753846154
65,4,0,56.6,0.611881188
538,4,0,60.9,0.682539683
1583,4,0,84,0.647619048
2120,6,0,33,0.62962963
1701,7,0,63.3,0.598290598
705,2,0,49.1,0.564102564
266,6,3.1,21.1,0.47008547
1400,5,0,79.1,0.701940035
1780,1,0,54.3,0.712301587
2015,6,0,44.2,0.659047619
202,5,0,20.7,0.588571429
1756,4,0,57,0.686507937
1482,2,0,79.9,0.76039604
497,5,0,59.9,0.712380952
2039,3,0,31.7,0.615238095
940,1,0,73,0.706349206
1255,7,0,81.5,0.769709544
481,4,0,40.4,0.626556017
513,5,1.2,30.8,0.601709402
461,6,0,42.4,0.598095238
1867,4,0,30.2,0.639004149
510,1,0,41.4,0.691089109
1199,3,0,80.5,0.704761905
619,6,0,44.3,0.657676349
1538,7,0,56.1,0.610229277
587,6,0,51.2,0.594285714
1246,3,0,81.5,0.722222222
426,1,0,36.9,0.601980198
871,6,0,76.4,0.794605809
2079,7,0,59.7,0.502564103
1603,2,0,68.1,0.721991701
466,6,0,39.5,0.595238095
80,3,3.1,13.5,0.543589744
1859,1,0,41.7,0.63047619
2091,2,0,43.2,0.601709402
556,7,0,43.1,0.615079365
1478,4,0,77.6,0.613756614
778,2,0,57.4,0.68452381
1192,1,0,78.8,0.732142857
2090,1,0,47,0.596119929
1527,6,0,59.2,0.541880342
1628,1,0,69.6,0.64021164
925,1,0,58.9,0.697095436
658,3,0,61.5,0.676587302
958,4,0,63.9,0.740079365
2017,1,0,33.3,0.661825726
721,2,0,46.1,0.755186722
730,1,0,49.8,0.706349206
813,6,0,72.9,0.765811966
2093,5,0,26.8,0.643809524
521,2,0,43.1,0.607619048
1789,5,0,46.9,0.695020747
1925,5,0,39.5,0.681904762
1742,6,0,50.3,0.670194004
432,2,1.2,31.8,0.60990099
101,3,1.2,14.3,0.607920792
2099,6,0,39.5,0.714285714
905,3,0,64.8,0.628571429
1374,5,0,75.7,0.756435644
1319,2,0,70.4,0.706666667
1790,7,0,55.5,0.626102293
849,5,0,60.5,0.673504274
1064,5,0,74,0.770723104
1751,4,0,61.1,0.683809524
678,1,0,51.9,0.63960396
1425,3,0,64.2,0.596581197
1006,5,0,72.5,0.718253968
1975,1,0,45.5,0.680497925
443,3,3.1,24.1,0.579047619
1748,7,0,45.9,0.615520282
1475,7,0,68.4,0.657142857
980,5,0,66.6,0.793650794
1605,5,0,69.6,0.65982906
165,4,0,35.7,0.678571429
1559,7,0,78.4,0.683809524
944,6,0,73.5,0.754850088
1540,3,0,71.6,0.700396825
2145,4,0,43.2,0.548717949
1864,1,0,57.6,0.680555556
884,3,0,66.1,0.634920635
1082,1,0,80.4,0.682539683
694,2,0,54.5,0.636904762
1839,2,0,61,0.598290598
816,3,0,62.6,0.702970297
1381,7,0,75.1,0.755186722
777,7,0,50.3,0.567521368
363,1,5.1,23.8,0.535042735
1402,1,0,69.6,0.716269841
1162,3,0,79.1,0.656746032
2021,7,0,44.6,0.596190476
1456,3,0,74.6,0.738095238
1315,3,0,77.8,0.751037344
489,1,3.1,31.4,0.487179487
2048,1,0,36.2,0.599647266
898,1,0,75.9,0.751984127
1515,4,0,66.6,0.548717949
774,3,0,71.1,0.756435644
456,6,0,36.7,0.691089109
56,6,2,8,0.509401709
1087,7,0,78.4,0.713692946
1569,6,0,66.8,0.622222222
865,5,0,64.5,0.838174274
132,2,5.1,20.3,0.649377593
526,2,0,45.9,0.726190476
2085,1,0,56.5,0.593162393
988,2,0,77.2,0.755952381
1931,6,0,43.7,0.611428571
2018,3,0,32.4,0.627865961
1031,3,0,68.5,0.72952381
1013,7,0,75.6,0.697142857
474,2,0,33.8,0.633663366
853,3,0,63.9,0.7406639
1705,5,0,60,0.680497925
92,5,3.1,29.3,0.581196581
1601,7,0,82.3,0.662857143
148,3,0,38.9,0.664761905
660,5,0,46.8,0.702970297
407,4,0,39.3,0.580952381
1049,6,0,70,0.702857143
1375,6,0,74.7,0.738589212
1702,2,0,66.5,0.676587302
1358,5,0,66.9,0.703703704
1112,6,0,72,0.705467372
1513,1,0,67.5,0.742738589
58,2,0,39.8,0.685714286
1352,4,0,68.9,0.654320988
1056,1,0,70.1,0.78019802
724,7,0,46.9,0.742063492
1284,4,0,77.7,0.861386139
559,3,0,47,0.634854772
976,7,0,72.8,0.740079365
1020,2,0,73.3,0.716831683
1167,2,0,78,0.58974359
1219,1,0,71.9,0.744813278
53,2,1.2,30.5,0.633663366
2006,1,0,25.3,0.710758377
183,7,0,44.6,0.613095238
1090,5,0,69.6,0.85515873
1913,3,0,47.9,0.636190476
1945,3,0,42.5,0.730290456
868,3,0,77.9,0.746031746
1014,1,0,86.7,0.857425743
1134,7,0,75.6,0.76039604
1802,2,0,61.7,0.675485009
1488,3,0,83.1,0.643564356
166,6,0,27.7,0.68952381
1899,5,0,43.3,0.502564103
1392,1,0,75.8,0.691089109
1907,2,0,40.8,0.643809524
1904,5,0,27.9,0.624338624
206,3,16.1,25.4,0.48034188
344,5,5.9,10,0.492307692
924,7,0,67.5,0.78019802
1209,2,0,77.1,0.639316239
241,1,7.9,6.9,0.490299824
1652,5,0,61.9,0.590828924
1575,7,0,62.4,0.608547009
557,1,0,49.3,0.620952381
1426,5,0,74.2,0.706349206
1372,3,0,79.1,0.833333333
1097,7,0,75.4,0.683809524
697,5,0,56.5,0.786307054
604,1,0,49.3,0.626984127
479,2,0,43.3,0.619047619
732,3,0,77.2,0.738613861
1414,3,0,76.9,0.797619048
210,1,0,47.3,0.705394191
1851,4,0,65.6,0.634188034
368,1,2,8.5,0.509700176
1837,6,0,39.5,0.670124481
1071,7,0,70,0.545299145
2020,6,0,34.5,0.718253968
1506,6,0,67.1,0.621782178
1995,7,0,36.8,0.487179487
696,4,0,49.3,0.695049505
1346,3,0,69.9,0.733686067
537,2,0,50.1,0.579487179
388,7,0,40.8,0.573412698
392,5,2,31.1,0.649029982
1642,6,0,62.1,0.76984127
806,4,0,47.6,0.597883598
410,1,0,45.7,0.705467372
1657,4,0,63.1,0.711618257
2054,2,0,37.4,0.552028219
800,3,0,54.7,0.677248677
850,7,0,67.2,0.668650794
2102,3,0,29.5,0.620811287
1332,5,0,77.8,0.803960396
1269,5,0,80.7,0.668376068
1151,2,0,78.2,0.681904762
2176,4,0,35,0.626984127
1103,1,0,75.2,0.826666667
1247,4,0,78.6,0.681904762
1479,5,0,76.9,0.64957265
1138,6,0,74.5,0.674603175
374,2,2,17,0.585537919
751,7,0,58.8,0.738589212
172,7,0,27.6,0.586666667
398,6,0,32.9,0.566137566
220,1,0,37.3,0.708571429
106,3,0,33.6,0.636190476
1697,2,0,63.9,0.620952381
2146,6,1.2,35.8,0.577380952
383,7,0,42.4,0.575238095
1109,2,0,74.5,0.740952381
413,5,0,31.8,0.588571429
436,1,0,46.3,0.66468254
1307,7,0,71.9,0.773333333
1127,5,0,81.5,0.683809524
1964,1,0,44.1,0.532627866
1915,5,1.2,28.5,0.717842324
1161,1,0,78,0.687179487
1322,6,0,75.3,0.687830688
2187,4,3.1,28.5,0.51965812
716,3,0,52,0.666666667
741,1,0,67.8,0.625641026
289,2,5.9,32.2,0.527336861
860,6,0,61.2,0.64021164
1967,5,0,44.8,0.605714286
483,7,0,34.8,0.538461538
112,4,0,35.6,0.660952381
1817,1,0,45,0.634285714
1345,1,0,77.3,0.703319502
103,6,1.2,15.5,0.552028219
1355,1,0,74,0.699047619
49,4,7.9,11.4,0.509700176
1149,6,0,73.7,0.618803419
614,7,0,61.3,0.590828924
1518,1,0,66.6,0.683168317
1887,3,0,51.7,0.52991453
679,2,0,59.1,0.697095436
1577,3,0,76.7,0.761904762
592,6,1.2,31.1,0.597222222
1810,6,0,67.1,0.819444444
522,3,0,45.7,0.584158416
1485,6,0,76.9,0.572649573
933,5,0,66.8,0.635897436
1205,4,0,77.3,0.67047619
1933,1,0,37.9,0.676348548
1238,6,0,75.5,0.680776014
1282,2,0,79.2,0.76984127
1861,3,0,40.9,0.626556017
304,1,0,55.1,0.64
1401,6,0,75.3,0.699145299
2123,3,0,35.1,0.681904762
1429,1,0,72.2,0.72406639
674,3,0,43,0.633156966
863,3,0,57,0.681904762
1342,5,0,81.5,0.71031746
661,6,0,50.6,0.70746888
590,3,0,49.6,0.666666667
2171,4,2,7.2,0.539047619
1146,2,0,82.2,0.758415842
846,1,0,54.8,0.702970297
2131,6,0,39,0.663900415
390,2,0,36.1,0.615841584
945,7,0,68.2,0.547008547
409,6,0,35,0.630705394
749,5,0,49,0.691428571
524,6,0,35.5,0.643738977
1731,5,0,51.1,0.523076923
223,5,7.9,3,0.569664903
1419,2,0,65.4,0.656410256
2034,3,0,28.3,0.699009901
312,4,1.2,31.9,0.711618257
1383,3,0,73.9,0.618803419
1298,2,0,73.2,0.633156966
918,6,0,60.9,0.736633663
1335,2,0,75,0.629059829
1136,3,0,73.4,0.774250441
88,7,0,28.1,0.537142857
218,5,14.2,20.2,0.535042735
303,6,0,51.2,0.567460317
343,4,0,12,0.546737213
1188,2,0,77,0.685148515
1348,6,0,78.4,0.755952381
1526,5,0,53.3,0.647266314
1732,7,0,69.4,0.712301587
1684,6,0,54.1,0.650793651
1160,7,0,77.7,0.684303351
1148,5,0,73.5,0.761904762
1768,6,0,48,0.64484127
1337,5,0,74,0.651428571
712,5,0,46.7,0.654761905
1921,6,1.2,34.7,0.636929461
1417,6,0,69.4,0.7593361
1124,1,0,81.5,0.776014109
1777,3,0,49.2,0.68879668
1749,1,0,57.7,0.652991453
673,1,0,68.4,0.661825726
1617,7,0,70.1,0.61025641
1784,6,0,64.2,0.634920635
2036,6,0,39,0.567901235
780,4,0,66.1,0.712871287
1415,4,0,67.7,0.71047619
2135,5,0,38.7,0.678095238
1943,1,0,39.2,0.653333333
1240,2,0,80.9,0.888888889
1257,3,0,83.3,0.601709402
809,1,0,64.9,0.820952381
1385,6,0,74.8,0.767619048
1436,4,0,72.4,0.670194004
402,4,0,28.8,0.592079208
2188,6,0,37.4,0.609126984
1472,3,0,75.8,0.627865961
151,7,3.9,16.4,0.500881834
1692,2,0,77.3,0.710891089
24,5,0,37.9,0.70746888
1881,2,0,48.9,0.531623932
2139,3,0,50.6,0.603418803
236,1,3.9,29.3,0.488888889
571,5,0,45,0.684647303
298,7,0,51.4,0.64
1845,3,0,60.3,0.673504274
1806,7,0,47.7,0.621782178
1341,3,0,72.7,0.635897436
1252,4,0,78.8,0.742063492
146,7,1.2,34.1,0.535042735
1977,4,0,55,0.499145299
1809,4,0,42.2,0.533333333
1135,1,0,73.3,0.854771784
1481,1,0,73.5,0.662857143
1009,1,0,59.8,0.755186722
1716,6,0,41.6,0.63960396
1359,6,0,78,0.617094017
815,2,0,76.9,0.647619048
1546,4,0,70.8,0.716269841
2059,1,0,47.2,0.639004149
583,7,0,59.4,0.699170124
1166,1,0,74.4,0.684303351
529,5,0,47.5,0.624481328
1330,3,0,83.1,0.658730159
1798,4,0,49,0.646825397
615,1,0,63.3,0.625641026
997,6,0,67.4,0.7406639
1347,4,0,75.6,0.666666667
1599,4,0,69.7,0.591452991
1560,1,0,79.1,0.675247525
1003,7,0,59.9,0.670124481
1892,3,0,31.5,0.532627866
1929,3,0,60.1,0.562393162
271,6,5.9,15.2,0.479717813
235,7,9.8,15.7,0.522045855
1248,5,0,71.1,0.764356436
554,4,0,38.8,0.594356261
1129,7,0,72,0.744813278
1054,6,0,79.5,0.726190476
960,6,0,66.5,0.700990099
801,4,0,55.3,0.641025641
2024,4,0,31.5,0.592592593
475,3,0,42.5,0.653526971
1607,1,0,81.1,0.733333333
1465,7,0,67.4,0.817427386
2138,2,0,46.5,0.546737213
1963,6,0,32.4,0.67219917
1991,2,0,55.8,0.691428571
256,7,0,41.3,0.571428571
247,2,7.9,5.4,0.476190476
756,7,0,63.5,0.631683168
1830,4,0,50.7,0.853465347
731,2,0,46.1,0.56952381
1193,2,0,76,0.702857143
1770,1,0,47.8,0.655445545
1476,1,0,78.6,0.748514851
669,3,0,42.2,0.51965812
932,4,0,64.9,0.698412698
1734,2,0,44,0.603960396
807,5,0,67.6,0.707692308
301,4,2,37,0.590828924
1447,4,0,71.5,0.838174274
60,4,0,19.4,0.657676349
1379,5,0,75.1,0.76952381
1863,6,0,46.4,0.55042735
455,5,1.2,39,0.613333333
1279,4,0,71,0.883817427
2057,6,1.2,30,0.605714286
1343,6,0,69.4,0.72952381
449,4,1.2,29.8,0.59047619
1622,7,0,68.9,0.694885362
1123,6,0,80.1,0.821576763
408,5,0,30.1,0.732673267
170,4,0,36.1,0.582905983
2012,2,0,27.8,0.564373898
1245,1,0,80.3,0.668376068
2136,6,0,31.3,0.63960396
462,7,0,40.8,0.627722772
1627,6,0,63.6,0.649377593
1469,6,0,64,0.67047619
292,6,0,56.9,0.64
1593,3,0,70.6,0.663247863
1703,3,0,59.5,0.582857143
838,5,0,60.8,0.753968254
518,5,0,43.5,0.633156966
1331,4,0,75.6,0.67047619
511,2,0,36.1,0.684647303
1843,7,0,40.4,0.742738589
353,3,0,51.8,0.60990099
1302,7,0,84.5,0.794059406
1243,5,0,76.7,0.798755187
684,2,0,55.8,0.643564356
2011,7,0,40.5,0.686721992
444,4,0,39.9,0.653465347
605,2,0,47.7,0.67047619
533,4,0,44.1,0.615238095
1467,3,0,82.2,0.620512821
864,4,0,71.8,0.805940594
1872,4,0,35.9,0.598019802
558,2,0,40.2,0.584158416
1707,1,0,68.2,0.582905983
814,1,0,57.1,0.759920635
5,1,2,-0.5,0.83960396
1796,1,0,64.2,0.626102293
1081,6,0,80.4,0.834024896
848,4,0,67.1,0.687830688
1080,5,0,83.5,0.700990099
769,3,0,53.7,0.755186722
319,7,0,23.8,0.513227513
622,4,0,50.2,0.692460317
484,2,0,52.1,0.718253968
1497,1,0,83.6,0.647863248
699,1,0,49.1,0.6
2164,2,0,29.9,0.593253968
196,4,0,22,0.571428571
1849,1,0,48.6,0.624481328
517,3,0,42.8,0.668049793
1280,6,0,73.6,0.777777778
506,3,0,26.7,0.608465608
50,5,3.1,10.3,0.488888889
1163,4,0,78.4,0.693333333
2005,6,0,38.5,0.622406639
936,2,0,67.2,0.706930693
1044,6,0,68.3,0.708910891
1076,7,0,78.7,0.693121693
985,4,0,59,0.676348548
205,2,3.9,17.4,0.520282187
1108,1,0,71.9,0.777777778
1119,1,0,78.4,0.594871795
1585,6,0,76.6,0.7406639
1803,3,0,53.8,0.555555556
1491,7,0,82.8,0.627350427
270,4,1.2,36.8,0.753112033
1763,6,0,68.6,0.672380952
1954,2,0,35.5,0.648809524
1338,6,0,78.4,0.796039604
917,5,0,71.9,0.779047619
451,6,0,35.5,0.659751037
968,3,0,64.2,0.604938272
1033,5,0,63,0.765560166
1665,1,0,58.4,0.622222222
1399,3,0,74,0.697095436
856,1,0,68.5,0.753968254
1579,5,0,76,0.788381743
302,5,3.1,7,0.507692308
1760,2,0,52.5,0.659611993
1613,2,0,82,0.695238095
1655,2,0,72.2,0.619047619
1745,3,0,60,0.676190476
907,5,0,71.4,0.778008299
1791,1,0,52.2,0.651282051
342,2,0,21.5,0.628630705
843,4,0,54.7,0.579487179
1948,1,0,32,0.636904762
546,7,0,33.8,0.673267327
2170,3,0,32.7,0.654761905
15,7,2,28.8,0.569444444
789,2,0,54.2,0.620512821
572,7,0,44.7,0.574955908
1574,6,0,69.8,0.682539683
1735,3,0,49.5,0.751037344
577,6,0,52.3,0.726141079
1824,3,0,55,0.869306931
1244,7,0,79.2,0.735449735
1738,1,0,73.6,0.742063492
828,5,0,58.4,0.695049505
1016,4,0,68.3,0.724867725
974,4,0,69.6,0.694885362
668,2,0,53.3,0.634920635
1580,7,0,65.4,0.680776014
910,3,0,69.9,0.882936508
13,5,9.1,7.2,0.48324515
122,3,0,34.2,0.6
1988,5,0,25.2,0.499118166
844,6,0,64.5,0.746031746
416,2,0,44,0.604938272
485,3,0,32.3,0.63047619
1896,1,0,34.5,0.611881188
647,2,0,58.1,0.699047619
677,7,0,54.9,0.647619048
1761,3,0,66.2,0.658119658
1521,5,0,63.4,0.553846154
738,4,0,65.4,0.708910891
1089,3,0,62.6,0.733333333
1826,6,0,40,0.723104056
892,7,0,74.9,0.751984127
2083,5,0,39.7,0.757261411
1092,7,0,84.9,0.885148515
1551,3,0,73.5,0.629059829
2053,7,0,39.9,0.622406639
1459,6,0,68.3,0.701244813
283,1,11,23.9,0.504409171
316,3,0,57.9,0.615238095
1265,7,0,73.5,0.708571429
75,3,2,9,0.621031746
452,1,0,26.5,0.615520282
2168,7,0,31.3,0.497354497
1508,2,0,73.1,0.633156966
987,7,0,75.9,0.68034188
2121,7,0,37.8,0.552136752
124,6,0,49.6,0.64952381
141,7,0,29.1,0.623015873
1598,3,0,65.5,0.717813051
1857,5,0,55.8,0.642735043
621,2,0,58.2,0.658119658
1398,2,0,73.1,0.691089109
1258,5,0,75.3,0.724206349
163,2,3.9,-4.5,0.48324515
2124,4,0,45.4,0.675247525
952,3,0,61.5,0.694444444
1630,4,0,62.7,0.630952381
2122,2,3.1,21,0.603174603
1325,3,0,74.6,0.725714286
458,2,0,38.6,0.703703704
1201,5,0,86.5,0.786307054
1131,3,0,62.5,0.569230769
396,3,0,31.7,0.615841584
258,2,1.2,31.6,0.697095436
2028,2,0,30.8,0.687128713
1509,3,0,72.4,0.557264957
790,4,0,63.4,0.650793651
1900,7,0,45.7,0.571428571
530,7,0,38.7,0.624338624
347,2,0,50.1,0.645544554
1289,4,0,76.8,0.84952381
1674,6,0,64.9,0.637623762
2008,4,0,38.9,0.716269841
1823,2,0,37.8,0.695238095
1520,4,0,56.6,0.624338624
693,7,0,47.1,0.606837607
250,6,0,42.7,0.584761905
1377,2,0,75.8,0.678632479
2038,2,1.2,34.2,0.634920635
1208,1,0,77.9,0.668430335
1122,5,0,74.8,0.752475248
1590,6,0,60.3,0.748514851
931,2,0,67,0.790456432
836,2,0,73.3,0.633156966
1773,5,0,57.4,0.625641026
1936,6,0,38.9,0.589285714
948,4,0,73.8,0.78019802
1976,3,0,25.5,0.562610229
142,2,0,38.4,0.685714286
1273,3,0,70.3,0.709543568
1470,7,0,82.3,0.742574257
568,2,0,36.1,0.654761905
889,2,0,65.7,0.763485477
1562,4,0,62.3,0.735449735
2000,7,0,48.8,0.650793651
591,4,0,54.6,0.553846154
1154,6,0,76.6,0.710758377
473,1,0,47.9,0.611428571
840,7,0,51.5,0.697029703
1997,3,0,44.3,0.664761905
611,3,0,48.2,0.672380952
748,4,0,49.5,0.615079365
1750,3,0,62.3,0.696428571
61,6,2,37.6,0.527336861
704,1,0,52.2,0.636684303
1176,7,0,81,0.702970297
900,3,0,77.5,0.792079208
791,5,0,59,0.79047619
1664,7,0,48,0.576719577
376,5,1.2,31.9,0.632936508
644,5,0,49,0.661375661
2010,6,1.2,38.5,0.722772277
1285,5,0,74.2,0.98340249
2046,5,0,21.5,0.62970297
690,3,0,49,0.695049505
