day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,thunder,total_num_of_crimes
1,2019,12,2,02/12/2019,33.3,26.8,1013.5,9.6,11.7,15.9,22.9,37.9,30.9,0.06,0,0,1,1,0,319
3,2014,12,3,03/12/2014,32.4,22.4,1022.5,9,10.4,15,18.1,39,21.9,0,0,0,1,1,0,356
4,2015,12,3,03/12/2015,34.2,26.9,1022.9,8.7,8.4,14,999.9,39,30.9,0.1,0,0,0,0,0,336
6,2016,12,3,03/12/2016,34.5,22.1,1028.1,10,6.3,8.9,999.9,37.9,32,0,0,0,0,0,0,362
7,2017,12,3,03/12/2017,44.6,31.6,1021.5,9.9,3.6,8.9,17.1,57.9,30.9,0,0,0,0,0,0,313
1,2018,12,3,03/12/2018,34.8,28.9,1013.8,7.8,12,21,28,39.9,32,0.04,0,0,1,1,0,385
2,2019,12,3,03/12/2019,33.5,26.3,1011.2,9.7,10.1,15.9,24.1,39.9,30,0,0,0,0,0,0,305
4,2014,12,4,04/12/2014,31.5,17.6,1029.4,10,6.7,9.9,999.9,39,25,0,0,0,0,0,0,336
5,2015,12,4,04/12/2015,38.3,31.5,1032.7,6,8.9,13,19,48,30.9,0,0,0,0,0,0,327
7,2016,12,4,04/12/2016,33,26,1023.2,7,3.6,7,999.9,35.1,30.9,0,5.1,1,0,1,0,256
1,2017,12,4,04/12/2017,57.1,40.1,1010.5,10,15.2,25.1,35.9,64.9,50,0,0,0,1,0,0,373
2,2018,12,4,04/12/2018,30.8,21.6,1023.5,10,8.4,14,999.9,32,30,0,0,0,0,1,0,347
3,2019,12,4,04/12/2019,37.6,28.4,1005.2,10,11.4,19,28.9,44.1,32,0,0,0,0,0,0,342
5,2014,12,5,05/12/2014,36.6,29.1,1024.4,5.9,4.7,8.9,999.9,41,25,0,0,0,0,0,0,389
6,2015,12,5,05/12/2015,36.3,30.8,1036.5,5.1,7.1,9.9,14,48,30,0,0,1,0,0,0,317
1,2016,12,5,05/12/2016,33.4,29.7,1016.7,6.1,8.1,15,22,34,30,0.45,2,0,0,1,0,342
2,2017,12,5,05/12/2017,41.3,26.8,1009.2,9.9,22.4,29.9,42,64,30,0.01,0,0,1,0,0,354
3,2018,12,5,05/12/2018,28.3,19.1,1021.6,9.5,9.1,15,21,30.9,25,0,0,0,1,1,0,353
4,2019,12,5,05/12/2019,36.8,28,1015.7,10,5.3,9.9,17.1,46,28,0,0,0,0,0,0,323
6,2014,12,6,06/12/2014,39,31.6,1029.4,6.7,11,18.1,27,43,35.1,0,0,0,0,0,0,322
7,2015,12,6,06/12/2015,38.7,31.2,1028.2,8.8,5.2,8,999.9,48,30,0,0,0,0,0,0,315
2,2016,12,6,06/12/2016,34.2,29.7,1012.3,4.5,5.9,15.9,22.9,39.9,28.9,0,1.2,0,0,0,0,320
3,2017,12,6,06/12/2017,31.7,13.8,1016.6,10,13.8,17.1,28,36,28,0,0,0,0,1,0,323
4,2018,12,6,06/12/2018,30.7,21.2,1023.2,9.4,9.3,14,18.1,33.1,27,0,0,0,0,0,0,319
5,2019,12,6,06/12/2019,39.2,29.3,1020.8,10,9.6,17.1,25.1,45,32,0,0,0,0,0,0,334
7,2014,12,7,07/12/2014,34.9,22.8,1036.8,10,7.3,9.9,999.9,43,30,0,0,0,0,0,0,305
1,2015,12,7,07/12/2015,37.2,33.2,1023.8,4.5,4.4,9.9,15.9,48,32,0,0,1,0,0,0,346
3,2016,12,7,07/12/2016,28.1,17.7,1018.7,10,12.9,15.9,25.1,33.1,26.1,0,0,0,0,0,0,316
4,2017,12,7,07/12/2017,25.6,13.4,1021.2,9.1,11.3,15,20,33.1,19,0,0,0,0,1,0,279
5,2018,12,7,07/12/2018,21.5,10.7,1033.3,10,7.3,15,22,27,17.1,0,0,0,0,0,0,318
6,2019,12,7,07/12/2019,32,23.4,1029,10,5.8,12,999.9,39,25,0,0,0,0,0,0,304
1,2014,12,8,08/12/2014,36.2,30.4,1023.5,6.6,8.2,11.1,18.1,39,30,0,0,0,1,0,0,340
2,2015,12,8,08/12/2015,41.9,36.1,1014.5,5.7,9.4,13,20,46.9,33.1,0,0,0,1,0,0,337
4,2016,12,8,08/12/2016,22.3,11.8,1025.6,9.6,15,19,28,26.6,18,0,0,0,0,1,0,273
5,2017,12,8,08/12/2017,25.2,9.6,1018,10,10.3,18.1,24.1,37,18,0,0,0,0,0,0,338
6,2018,12,8,08/12/2018,24.5,12.8,1036.9,10,4.5,8,999.9,30,19,0,0,0,0,0,0,309
7,2019,12,8,08/12/2019,39.9,31.4,1017,9.1,10.1,15,31.1,48.2,35.1,0,0,0,0,0,0,300
2,2014,12,9,09/12/2014,37.4,33.9,1023.7,6.4,11.4,15.9,20,39.9,33.8,0.1,0,0,1,1,0,313
3,2015,12,9,09/12/2015,48.2,39.8,1006.7,8.7,7.8,13,999.9,54,43,0,0,0,0,0,0,303
5,2016,12,9,09/12/2016,23.8,13.8,1033.7,10,9.4,12,19,26.1,21,0,0,0,0,1,0,299
6,2017,12,9,09/12/2017,30,20.1,1011,7.8,12.4,21,28,33.1,28,0.01,1.2,0,0,1,0,318
7,2018,12,9,09/12/2018,25.1,17.1,1031.5,8.9,2.7,5.1,999.9,35.1,18,0,0,0,0,0,0,331
1,2019,12,9,09/12/2019,47.2,43.9,1002.9,5.9,9.1,22.9,34,48.9,37.9,0.01,0,0,1,0,0,308
3,2014,12,10,10/12/2014,33.9,27.7,1028.8,8.6,9,12,999.9,39.9,33.1,0.02,0,0,1,1,0,368
4,2015,12,10,10/12/2015,50,37.8,1004,10,12.2,25.1,38.1,60.1,43,0,0,0,0,0,0,312
6,2016,12,10,10/12/2016,22,12.2,1034.4,9.1,6.9,9.9,999.9,25,19.9,0,0,0,0,1,0,264
7,2017,12,10,10/12/2017,26.9,16.9,1016.6,10,9,13,20,36,19.9,0,0,0,0,0,0,292
1,2018,12,10,10/12/2018,24,17.2,1026.6,7.5,5.2,11.1,999.9,34,17.1,0,0,0,0,0,0,351
2,2019,12,10,10/12/2019,23.2,13.2,1017.8,9.8,13.8,21,32.1,37.9,15.1,0.01,0,0,0,1,0,320
4,2014,12,11,11/12/2014,30.6,22.5,1025.8,8.5,8.4,11.1,999.9,36,26.1,0,0,0,0,0,0,277
5,2015,12,11,11/12/2015,49.1,34.3,1006.8,10,8.3,13,22,60.1,43,0,0,0,0,0,0,330
7,2016,12,11,11/12/2016,27.6,22.4,1021.6,3.4,7.9,13,17.1,34,23,0.1,5.1,1,0,1,0,253
1,2017,12,11,11/12/2017,31.5,21.9,1014.3,9.9,6.5,11.1,18.1,39.9,26.1,0,0,0,0,1,0,366
2,2018,12,11,11/12/2018,30.5,22.9,1019.8,6.8,7,12,19,39,26.1,0,0,0,0,0,0,308
3,2019,12,11,11/12/2019,19.2,8.3,1030.4,9.2,9.3,18.1,26,25,14,0,0,0,0,1,0,284
5,2014,12,12,12/12/2014,30.2,26.3,1026.5,6.2,7.5,12,999.9,39,25,0,0,1,0,1,0,356
6,2015,12,12,12/12/2015,55.3,49.8,1011.7,4.7,4.2,7,999.9,60.1,44.1,0,0,0,1,0,0,322
1,2016,12,12,12/12/2016,27,21.1,1016.4,6.3,9.5,15,21,35.1,16,0.28,3.1,1,0,1,0,295
2,2017,12,12,12/12/2017,25.2,15.2,1017.7,9,14,19,29.9,34,18,0.03,1.2,0,0,1,0,317
3,2018,12,12,12/12/2018,36,27,1012.2,8.5,10.3,18.1,25.1,43,30.9,0,0,0,1,1,0,366
4,2019,12,12,12/12/2019,30.1,19.1,1028.4,9.4,9.6,18.1,33,46,19.9,0,0,0,0,0,0,309
6,2014,12,13,13/12/2014,41.5,37.1,1023.7,5.5,7.5,11.1,20,48.9,25,0,0,0,0,0,0,364
7,2015,12,13,13/12/2015,59.7,55.1,1010.1,6.2,8,14,20,64,51.1,0.05,0,0,1,0,1,294
2,2016,12,13,13/12/2016,18.4,8.3,1022.4,8,7,12,999.9,25,12,0,3.1,0,0,1,0,271
3,2017,12,13,13/12/2017,27.9,15.4,1006.9,9.6,11.3,21,35.9,37.9,19,0,0,0,1,1,0,308
4,2018,12,13,13/12/2018,34.3,26.4,1018.1,7.2,5.2,9.9,999.9,43,26.1,0,0,0,1,0,0,316
5,2019,12,13,13/12/2019,39.7,27.6,1015.4,10,6.9,13,24.1,45,37,0,0,0,0,0,0,365
7,2014,12,14,14/12/2014,49.3,45.2,1019,7,7.3,13,999.9,53.6,46.4,0,0,0,0,0,0,325
1,2015,12,14,14/12/2015,56.5,50,993.6,8.9,14.6,34,49,64,46.9,0.95,0,0,1,0,0,347
3,2016,12,14,14/12/2016,11.7,-0.6,1024.8,10,10.7,18.1,28.9,21,3.9,0,3.1,0,0,1,0,281
4,2017,12,14,14/12/2017,25.2,14.8,1014.4,9.8,10.7,24.1,33,33.1,18,0,0,0,0,1,0,327
5,2018,12,14,14/12/2018,40.6,38.9,1021.8,1.7,6.4,11.1,999.9,42.1,39,0.36,0,1,1,0,0,348
6,2019,12,14,14/12/2019,34.2,28,1008.2,8.8,5.1,15,22,41,30,0,0,0,0,0,0,323
1,2014,12,15,15/12/2014,47,44.8,1013.5,3.1,10.1,14,21,48.9,44.6,0,0,0,1,0,0,338
2,2015,12,15,15/12/2015,43.2,35.3,1009.2,9.9,8,15,22.9,46.9,41,0.15,0,0,1,0,0,352
4,2016,12,15,15/12/2016,5.8,-7.2,1030.4,10,11.3,18.1,27,12.9,1,0,3.1,0,0,0,0,257
5,2017,12,15,15/12/2017,26.8,16,1016.3,9.9,9.1,15,26,34,19,0,0,0,0,1,0,338
6,2018,12,15,15/12/2018,38.5,33.3,1022.1,5.7,7.5,12,999.9,48,30.9,0.14,0,0,0,0,0,343
7,2019,12,15,15/12/2019,24.8,15.1,1017.3,9.8,7.8,14,20,28.9,19.4,0,0,0,0,0,0,327
2,2014,12,16,16/12/2014,44.3,41.5,1008.6,4.4,8,19,24.1,48,37,0.12,0,1,1,0,0,300
3,2015,12,16,16/12/2015,45.1,37.6,1007.5,9,11.9,20,28.9,55,42.1,0,0,0,1,0,0,330
5,2016,12,16,16/12/2016,14.4,2.6,1026,8.9,7.2,12,18.1,21,7,0,3.1,0,0,1,0,331
6,2017,12,16,16/12/2017,39.5,24.3,1013.3,10,7.9,12,18.1,48,34,0,0,0,0,1,0,375
7,2018,12,16,16/12/2018,36.9,31.7,1020.1,7.4,5.8,9.9,999.9,55,28.9,0,0,1,0,0,0,317
1,2019,12,16,16/12/2019,27.8,21.8,1022.4,7.6,5.6,9.9,999.9,30.9,24.8,0,0,0,0,1,0,278
3,2014,12,17,17/12/2014,29.5,20.8,1023.3,10,11.1,14,22.9,46.9,26.1,0.02,0,0,0,1,0,352
4,2015,12,17,17/12/2015,34.9,22.9,1010.9,10,14.7,20,27,55,30.9,0.09,0,0,0,0,0,344
6,2016,12,17,17/12/2016,23.1,17.2,1007.7,4.6,5.6,13,999.9,26.6,19.4,0.03,3.1,0,1,1,0,245
7,2017,12,17,17/12/2017,38.8,32.6,1017.8,9.7,3.3,7,999.9,46.9,32,0,0,0,0,0,0,327
1,2018,12,17,17/12/2018,35.6,24.8,1021.8,10,6.8,12,999.9,52,28.9,0,0,0,0,0,0,314
2,2019,12,17,17/12/2019,26.6,18.9,1020.9,9.9,10.2,18.1,25.1,30.9,19.9,0,0,0,0,0,0,315
4,2014,12,18,18/12/2014,26.8,17,1026.6,10,4.6,9.9,999.9,32,25,0,0,0,0,0,0,329
5,2015,12,18,18/12/2015,29.8,16.5,1015.7,10,11,20,27,36,26.1,0,0,0,0,1,0,304
7,2016,12,18,18/12/2016,13.4,4.3,1031.7,6.6,12,19,27,21.9,1.9,0.03,3.9,0,0,1,0,229
1,2017,12,18,18/12/2017,43.7,39,1014.6,7.7,8.5,14,20,45,42.1,0,0,0,1,0,0,319
2,2018,12,18,18/12/2018,30.5,25.5,1023.9,9.8,4.5,9.9,17.1,50,21.9,0,0,0,0,0,0,311
3,2019,12,18,18/12/2019,21.3,6.6,1024.6,9.9,9.8,15,21,28.9,12.9,0,0,0,0,1,0,283
5,2014,12,19,19/12/2014,31.2,22.2,1026.6,9.5,4.1,8,999.9,34,25,0,0,0,0,1,0,382
6,2015,12,19,19/12/2015,25.3,12.1,1026.1,9.7,10.7,15,22,33.1,17.1,0,0,0,0,1,0,301
1,2016,12,19,19/12/2016,2.2,-8.8,1041.8,10,8.1,14,22,14,-6,0,3.1,0,0,0,0,288
2,2017,12,19,19/12/2017,44.2,34.2,1013.2,9.5,11.1,15.9,22,51.1,39,0.02,0,0,0,0,0,370
3,2018,12,19,19/12/2018,40.1,30.6,1013.5,10,9.3,15,25.1,50,34,0,0,0,0,0,0,343
4,2019,12,19,19/12/2019,24.3,9.6,1027.4,9.9,9,15,25.1,37,16,0,0,0,0,0,0,294
6,2014,12,20,20/12/2014,33,25.1,1026.2,9.4,4.7,8,999.9,35.1,28.9,0,0,0,0,1,0,357
7,2015,12,20,20/12/2015,37.8,22.2,1022.6,10,10.9,19,28.9,51.1,17.1,0,0,0,0,0,0,323
2,2016,12,20,20/12/2016,21,7.3,1028.1,10,14.1,22,28,30,14,0,3.1,0,0,0,0,304
3,2017,12,20,20/12/2017,35.1,19.4,1020.4,10,8,9.9,999.9,44.1,30,0,0,0,0,0,0,358
4,2018,12,20,20/12/2018,45.4,40.6,1006.1,7.8,6.4,11.1,19,48.9,43,0,0,0,1,0,0,341
5,2019,12,20,20/12/2019,31.3,24.7,1030.3,6.9,3.7,7,999.9,41,24.1,0,0,0,0,0,0,310
7,2014,12,21,21/12/2014,35.1,27.4,1023.8,10,7.8,12,19,37.9,32,0,0,0,0,0,0,297
1,2015,12,21,21/12/2015,47.8,39.3,1009.2,8.5,12.8,18.1,27,54,28,0.03,0,0,1,0,0,318
3,2016,12,21,21/12/2016,28.1,18.3,1020.7,9.8,7.5,14,15,37,21.9,0,3.1,0,0,0,0,337
4,2017,12,21,21/12/2017,36.1,24.9,1017.9,10,7.5,11.1,999.9,41,32,0,0,0,0,0,0,334
5,2018,12,21,21/12/2018,36.9,33.3,1004.3,6.2,13.1,18.1,24.1,46.9,32,0.06,0,0,1,1,0,331
6,2019,12,21,21/12/2019,39,28.5,1028.4,9.8,7.3,11.1,17.1,48.9,32,0,0,0,0,0,0,320
1,2014,12,22,22/12/2014,36,30.4,1015.3,7.6,8.1,11.1,999.9,42.8,32,0,0,0,1,0,0,304
2,2015,12,22,22/12/2015,41.6,37,1010.4,5.3,6.9,12,999.9,54,37,0.3,0,0,1,0,0,310
4,2016,12,22,22/12/2016,35.6,25.2,1022.4,10,8.5,13,999.9,39,30,0,2,0,0,0,0,307
5,2017,12,22,22/12/2017,38.7,31.5,1015.6,7,6.6,9.9,999.9,41,37,0,0,0,1,0,0,356
6,2018,12,22,22/12/2018,31.3,24.6,1012.6,9.9,7.2,11.1,18.1,35.1,30,0.04,0,0,0,0,0,323
7,2019,12,22,22/12/2019,40.4,29.9,1024.9,10,7.7,11.1,18.1,53.1,32,0,0,0,0,0,0,291
2,2014,12,23,23/12/2014,46.5,40.7,1004.6,6.6,10.8,15.9,24.1,50,30.9,0.4,0,0,1,0,0,310
3,2015,12,23,23/12/2015,50.6,46.1,1000.2,4,10.7,19,34,61,37,0.01,0,1,1,0,1,353
5,2016,12,23,23/12/2016,32.2,25.4,1026.2,9.1,6.1,9.9,999.9,37.9,27,0,2,0,1,1,0,334
6,2017,12,23,23/12/2017,32.8,22.7,1019.4,8.4,9.3,14,999.9,37.9,25,0,0,0,0,0,0,333
7,2018,12,23,23/12/2018,34.4,26.4,1018.7,9.1,8.2,14,20,39,32,0,0,0,1,0,0,272
1,2019,12,23,23/12/2019,42.8,31.8,1019.3,10,7.5,13,22.9,53.1,36,0,0,0,0,0,0,344
3,2014,12,24,24/12/2014,41.9,36.4,1004.4,9.5,5.7,11.1,999.9,50,39,0.01,0,0,1,0,0,264
4,2015,12,24,24/12/2015,43.2,33.3,1007,10,14.3,35,44.1,57.9,35.6,0.84,0,0,0,0,0,321
6,2016,12,24,24/12/2016,35.8,31.2,1021.6,5.3,5.2,11.1,999.9,37,35.1,0.05,1.2,0,1,1,0,291
7,2017,12,24,24/12/2017,22.4,14.3,1023.9,6.2,7.2,13,999.9,25,19.9,0,2,1,0,1,0,251
1,2018,12,24,24/12/2018,30.3,17.4,1023.8,10,9.8,20,33,37.9,24.1,0,0,0,0,0,0,297
2,2019,12,24,24/12/2019,40.8,34.7,1018.3,6.8,4.7,11.1,21,55,28,0,0,1,0,0,0,289
4,2014,12,25,25/12/2014,38.7,31.7,1010.8,9.9,11.5,17.1,22,44.1,35.1,0.11,0,0,0,0,0,205
5,2015,12,25,25/12/2015,41.2,32.6,1022.6,9.9,6.4,12,999.9,46,36,0,0,0,1,0,0,238
7,2016,12,25,25/12/2016,34.2,30,1029,4.9,9,15.9,20,36,33.1,0,1.2,0,1,0,0,236
1,2017,12,25,25/12/2017,17,8.5,1024,8.9,12.9,19,24.1,21.9,12,0.08,2,0,0,1,0,181
2,2018,12,25,25/12/2018,35.7,26.8,1025.6,9.8,5.4,8.9,999.9,46.9,28.9,0.01,0,0,1,0,0,198
3,2019,12,25,25/12/2019,48.8,40,1012.9,10,8.1,13,20,61,39.9,0,0,0,0,0,0,245
5,2014,12,26,26/12/2014,43.3,35.3,1017,10,9.9,13,18.1,51.1,35.1,0,0,0,0,0,0,295
6,2015,12,26,26/12/2015,41.6,34.5,1023.7,7.9,9.6,14,21,46,36,0,0,0,1,0,0,301
1,2016,12,26,26/12/2016,47.4,40.7,1013.7,6.4,14.4,24.1,32.1,55,35.1,0.26,0,0,1,0,0,292
2,2017,12,26,26/12/2017,3.6,-8.1,1036,10,9.8,14,17.1,12,-0.9,0,1.2,0,0,0,0,255
3,2018,12,26,26/12/2018,36.7,29.5,1029.9,10,2.5,11.1,999.9,48,28.9,0,0,0,0,0,0,286
4,2019,12,26,26/12/2019,56.3,48.8,1013,10,10.3,14,21,62.1,51.1,0,0,0,0,0,0,284
6,2014,12,27,27/12/2014,45.8,40.4,1016.5,9,11.8,18.1,29.9,51.1,36,0,0,0,1,0,0,325
7,2015,12,27,27/12/2015,41.2,35.4,1022.3,7,14.5,20,29.9,45,36,0.39,0,0,1,0,0,297
2,2016,12,27,27/12/2016,29.9,18.2,1020,10,13.2,19,33,42.1,26.1,0.02,0,0,0,0,0,299
3,2017,12,27,27/12/2017,2.3,-8.5,1041.9,10,7.9,9.9,999.9,8.1,-2.9,0,1.2,0,0,0,0,245
4,2018,12,27,27/12/2018,43.8,35.9,1016.5,8.9,14.2,20,34,51.1,39.9,0,0,0,1,0,0,286
5,2019,12,27,27/12/2019,38.3,32.1,1022.1,8.4,8.6,14,20,55,33.1,0,0,0,0,0,0,333
7,2014,12,28,28/12/2014,31.3,21.2,1021.8,10,8.1,13,999.9,50,26.1,0,0,0,0,0,0,282
1,2015,12,28,28/12/2015,35.4,27.7,1022.3,6.8,19.4,27,35.9,43,32,0.01,0,0,1,1,0,266
3,2016,12,28,28/12/2016,32.7,22.7,1017.9,10,8.2,20,28,44.1,24.1,0,0,0,0,0,0,330
4,2017,12,28,28/12/2017,7.2,-1.7,1040.3,8.7,5.1,11.1,18.1,14,1,0,2,0,0,1,0,283
5,2018,12,28,28/12/2018,43.2,39,1007.3,9.1,15.6,22.9,33,54,30.9,0.52,0,0,1,1,0,346
6,2019,12,28,28/12/2019,36,31.3,1023.5,6.3,5.6,11.1,999.9,46,30,0,0,0,0,0,0,295
1,2014,12,29,29/12/2014,29.7,19.9,1027.4,10,7.2,11.1,999.9,36,26.1,0,0,0,0,0,0,323
2,2015,12,29,29/12/2015,35.5,30.3,1010.2,8.1,12.9,18.1,26,42.1,32,1.82,0,0,1,1,0,301
4,2016,12,29,29/12/2016,35,24.6,1010.8,10,13.4,18.1,28.9,41,30.9,0,0,0,0,1,0,316
5,2017,12,29,29/12/2017,12.7,7.1,1029.8,4.8,6.9,11.1,17.1,15.8,10.9,0,2,0,0,1,0,266
6,2018,12,29,29/12/2018,29.5,26.6,1024.7,6.5,7.2,15.9,22.9,30.9,28,0.01,0,0,1,1,0,313
7,2019,12,29,29/12/2019,54.3,50.9,1005.1,7.6,10.7,17.1,28.9,57.9,46,0.76,0,0,1,0,1,338
2,2014,12,30,30/12/2014,20.3,5.5,1036.6,10,9.4,13,999.9,35.1,12.9,0,0,0,0,0,0,267
3,2015,12,30,30/12/2015,30.3,22.9,1022.7,8.5,6.9,9.9,999.9,41,28,0,3.9,1,0,1,0,267
5,2016,12,30,30/12/2016,30.9,16.6,1017.2,10,10.9,15,31.1,35.1,25,0,0,0,0,1,0,346
6,2017,12,30,30/12/2017,10.5,2.1,1027.1,6.9,11.2,18.1,26,16,3.9,0.02,2,0,0,1,0,293
7,2018,12,30,30/12/2018,27,19.5,1020.8,9.7,10.6,15.9,32.1,37,19.9,0,0,0,0,1,0,322
1,2019,12,30,30/12/2019,39,34,998.6,8.2,13.7,22.9,34,54,30,0.85,0,0,1,1,0,303
3,2014,12,31,31/12/2014,13.1,-2.8,1034.7,10,11.5,15.9,22.9,24.1,6.1,0,0,0,0,0,0,265
4,2015,12,31,31/12/2015,28.5,20.4,1024.9,9,8.4,11.1,999.9,28.9,28,0,3.1,0,0,0,0,304
6,2016,12,31,31/12/2016,37.4,20.7,1005.7,10,13.4,17.1,26,43,32,0,0,0,0,0,0,307
7,2017,12,31,31/12/2017,1.1,-8,1033.5,10,7,8.9,999.9,1.9,0,0,2,0,0,0,0,241
1,2018,12,31,31/12/2018,36.4,32.9,1014.1,6.3,8,20,26,41,32,0,0,0,1,0,0,324
2,2019,12,31,31/12/2019,27.7,20.4,1006.2,7.1,16.8,26,42.9,30.9,26.1,0.01,1.2,0,0,1,0,279
