day,sndp,total_num_of_crimes
2,0,0.687830688
2,0,0.633156966
2,0,0.596119929
2,0,0.64021164
2,0,0.705467372
2,0,0.677248677
2,0,0.633156966
2,0,0.617283951
2,0,0.689594356
2,0,0.661375661
2,0,0.627865961
2,0,0.633156966
2,0,0.659611993
2,0,0.675485009
