"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","sndp","wdsp","total_num_of_crimes"
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,0,7.7,0.647266313932981
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,0,3.9,0.670194003527337
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,0,4.8,0.555555555555556
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,0,6.6,0.6331569664903
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,0,12.4,0.647266313932981
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,0,10.9,0.624338624338624
"239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,0,9.9,0.647266313932981
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,0,7.7,0.566137566137566
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,0,4.6,0.610229276895944
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,0,4,0.63668430335097
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,0,5.3,0.617283950617284
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,0,4.2,0.714285714285714
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,0,4.3,0.735449735449735
"246",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,0,7.9,0.710758377425044
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,0,10.8,0.682539682539683
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,0,11.4,0.680776014109347
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,0,6.2,0.686067019400353
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,0,5.1,0.689594356261023
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,0,5.3,0.717813051146384
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,0,3.3,0.634920634920635
"253",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,0,3.9,0.72310405643739
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,0,4.5,0.742504409171076
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,0,3.5,0.694885361552028
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,0,4.5,0.64021164021164
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,0,11.5,0.661375661375661
"258",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,0,7.1,0.687830687830688
"259",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,0,12,0.590828924162258
"260",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,0,13.5,0.589065255731922
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,0,9.9,0.576719576719577
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,0,9,0.571428571428571
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,0,9.8,0.627865961199294
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,0,9.8,0.622574955908289
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,0,6.3,0.555555555555556
"266",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,0,4.4,0.624338624338624
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,0,4.1,0.63668430335097
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,0,7.8,0.574955908289242
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,0,7,0.590828924162258
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,0,8.3,0.6331569664903
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,0,8.4,0.679012345679012
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,0,7.6,0.608465608465608
"273",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,0,9.9,0.710758377425044
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,0,9.3,0.670194003527337
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,0,6.1,0.615520282186949
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,0,8.5,0.659611992945326
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,0,10.2,0.659611992945326
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,0,5.8,0.590828924162258
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,0,6.4,0.596119929453263
"280",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,0,5.1,0.693121693121693
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,0,8.8,0.634920634920635
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,0,4.7,0.626102292768959
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,0,10.1,0.626102292768959
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,0,13.7,0.675485008818342
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,0,9.5,0.675485008818342
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,0,4.9,0.661375661375661
"287",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,0,17.2,0.716049382716049
"288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,0,13.5,0.72310405643739
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,0,6,0.615520282186949
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,0,12.4,0.668430335097002
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,0,14.8,0.63668430335097
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,0,8.1,0.671957671957672
"293",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,0,15.3,0.592592592592593
"294",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,0,8.4,0.668430335097002
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,0,11.3,0.583774250440917
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,0,9.3,0.523809523809524
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,0,8.3,0.62962962962963
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,0,12.5,0.532627865961199
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,0,12.5,0.532627865961199
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,0,10.4,0.532627865961199
"301",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,0,7.5,0.624338624338624
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,0,5.5,0.624338624338624
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,0,6.4,0.552028218694885
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,0,13.3,0.534391534391534
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,0,15.2,0.552028218694885
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,0,12.2,0.532627865961199
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,0,13.7,0.552028218694885
"308",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,0,6.9,0.610229276895944
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,0,10.1,0.571428571428571
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,0,10.1,0.599647266313933
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,0,12.4,0.532627865961199
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,0,13.8,0.541446208112875
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,0,5.2,0.562610229276896
"314",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,0,7.5,0.499118165784832
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,0,10.9,0.574955908289242
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,0,11.8,0.650793650793651
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,0,11.5,0.710758377425044
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,0,8.7,0.564373897707231
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,10.4,0.627865961199294
"320",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,0,6.7,0.592592592592593
"321",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,0,4.7,0.686067019400353
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,0,11,0.567901234567901
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,0,7.3,0.537918871252205
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,0,8.2,0.599647266313933
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,0,11.4,0.552028218694885
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,9,0.649029982363316
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,0,8.4,0.488536155202822
"328",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,0,7.5,0.627865961199294
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,0,7.5,0.641975308641975
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,0,7.3,0.573192239858907
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,0,10.1,0.596119929453263
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,0,8,0.529100529100529
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,0,11.1,0.620811287477954
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,0,4.6,0.580246913580247
"335",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,0,4.1,0.673721340388007
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,0,4.7,0.62962962962963
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,0,7.8,0.523809523809524
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,0,8.1,0.536155202821869
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,0,10.8,0.54673721340388
"340",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,0,9.9,0.520282186948854
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,0,11.8,0.573192239858907
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,0,8.1,0.497354497354497
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,0,7.2,0.569664902998236
"344",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,5.1,0.538461538461538
"345",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,0,4.9,0.478632478632479
"346",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,3.1,15,0.488888888888889
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,2,11.6,0.509401709401709
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,3.1,10,0.511111111111111
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,3.9,8.7,0.526495726495727
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,3.1,9.1,0.548717948717949
"351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3.1,5.3,0.543589743589744
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,3.1,9.1,0.664957264957265
"353",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,3.1,6,0.581196581196581
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,1.2,12.1,0.591452991452991
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,0,10.9,0.548717948717949
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,0,4.5,0.570940170940171
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,4.3,0.608547008547008
"358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,7.2,0.6
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,4.8,0.618803418803419
"360",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,10.2,0.675213675213675
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,0,8.5,0.565811965811966
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,1.2,10.3,0.535042735042735
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,1.2,7.3,0.572649572649573
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,1.2,6.1,0.586324786324786
"365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,6.8,0.502564102564103
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,12.7,0.582905982905983
"367",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,9.2,0.582905982905983
"368",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,16.1,6.4,0.48034188034188
"369",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,14.2,9.4,0.535042735042735
"370",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,11,7.2,0.502564102564103
"371",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,3.9,13.4,0.488888888888889
"372",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,3.9,7.1,0.524786324786325
"373",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,3.1,8.4,0.483760683760684
"374",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,3.1,15.9,0.47008547008547
"375",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,3.1,9.1,0.509401709401709
"376",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,3.1,8.8,0.507692307692308
"377",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,3.1,6.3,0.512820512820513
"378",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,3.1,8.7,0.471794871794872
"379",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,3.1,12.6,0.557264957264957
"380",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,5.9,6.7,0.492307692307692
"381",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,5.9,5.1,0.593162393162393
"382",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,5.1,6.6,0.535042735042735
"383",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,3.9,10.6,0.535042735042735
"384",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,3.9,10.4,0.499145299145299
"385",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,3.9,8.9,0.500854700854701
"386",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,3.9,10.4,0.558974358974359
"387",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,2,10.6,0.557264957264957
"388",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,1.2,6.7,0.488888888888889
"389",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,1.2,4.7,0.6
"390",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,0,6.2,0.644444444444444
"391",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,0,6.5,0.584615384615385
"392",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,0,6.5,0.623931623931624
"393",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,0,6.3,0.663247863247863
"394",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,0,8.2,0.582905982905983
"395",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,0,6.7,0.632478632478632
"396",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,0,11.7,0.637606837606838
"397",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,0,15,0.565811965811966
"398",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,0,4.3,0.521367521367521
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,0,7.4,0.58974358974359
"400",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,0,7.8,0.629059829059829
"401",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,0,11.4,0.521367521367521
"402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,0,10,0.538461538461538
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,3.1,11.5,0.487179487179487
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,2,9.1,0.548717948717949
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,0,11,0.553846153846154
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,0,8.1,0.555555555555556
"407",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,1.2,12.1,0.601709401709402
"408",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,0,6.2,0.533333333333333
"409",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,0,12.4,0.478632478632479
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,0,9,0.611965811965812
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,0,9.4,0.57948717948718
"412",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,8.5,0.753846153846154
"413",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,11,0.615384615384615
"414",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,8.9,0.593162393162393
"415",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,0,10.7,0.582905982905983
"416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,0,10.3,0.538461538461538
"417",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,0,6.3,0.560683760683761
"418",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,7.6,0.603418803418803
"419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,9.1,0.553846153846154
"420",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,19.2,0.613675213675214
"421",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,0,7.2,0.601709401709402
"422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,0,8,0.611965811965812
"423",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,0,10.5,0.625641025641026
"424",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,5.1,0.658119658119658
"425",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,9.6,0.647863247863248
"426",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,7.1,0.572649572649573
"427",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,3.8,0.632478632478632
"428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,0,7.4,0.576068376068376
"429",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,0,8.7,0.562393162393162
"430",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,0,14.1,0.61025641025641
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,16.2,0.547008547008547
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,12.7,0.51965811965812
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,7.9,0.629059829059829
"434",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,0,4.3,0.67008547008547
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,0,13.1,0.567521367521368
"436",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,0,10.7,0.606837606837607
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,0,11.9,0.6
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,5.4,0.564102564102564
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,5.2,0.615384615384615
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,12.1,0.548717948717949
"441",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,0,5.5,0.765811965811966
"442",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,0,5.8,0.521367521367521
"443",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,0,8.5,0.593162393162393
"444",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,0,8.4,0.625641025641026
"445",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,0,7.2,0.558974358974359
"446",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,0,5.4,0.57948717948718
"447",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,0,7.8,0.61025641025641
"448",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,0,7.8,0.652991452991453
"449",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,0,7.2,0.541880341880342
"450",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,0,7.7,0.567521367521368
"451",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,0,9.4,0.625641025641026
"452",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,0,15.3,0.620512820512821
"453",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,0,9.3,0.591452991452991
"454",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,0,8.7,0.641025641025641
"455",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,0,9.8,0.707692307692308
"456",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,0,6,0.765811965811966
"457",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,0,11.3,0.711111111111111
"458",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,0,12.9,0.634188034188034
"459",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,0,10.5,0.61025641025641
"460",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,0,9.1,0.635897435897436
"461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,0,7.3,0.57948717948718
"462",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,0,7.5,0.673504273504274
"463",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,0,6.7,0.647863247863248
"464",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,0,5.4,0.555555555555556
"465",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,0,12.8,0.582905982905983
"466",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,0,10.9,0.625641025641026
"467",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,0,11.7,0.627350427350427
"468",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,0,5.3,0.675213675213675
"469",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,0,8.7,0.682051282051282
"470",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,0,10.3,0.565811965811966
"471",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,0,15.6,0.524786324786325
