"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","wdsp","temp","total_num_of_crimes"
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,6.4,78.1,0.641975308641975
"228",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,10.9,78.8,0.814814814814815
"229",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,6.8,77,0.677248677248677
"230",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5,75.8,0.627865961199294
"231",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,10.9,77.6,0.613756613756614
"232",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,11.4,81.1,0.687830687830688
"233",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,7.7,68.7,0.647266313932981
"234",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,3.9,69.3,0.670194003527337
"235",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,4.8,70.6,0.555555555555556
"236",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,6.6,73.1,0.6331569664903
"237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,12.4,74.6,0.647266313932981
"238",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,10.9,56.6,0.624338624338624
"239",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,9.9,53.3,0.647266313932981
"240",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,7.7,49.8,0.566137566137566
"241",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,4.6,56.1,0.610229276895944
"242",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,4,58.4,0.63668430335097
"243",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,5.3,57.9,0.617283950617284
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,4.2,60.6,0.714285714285714
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,4.3,62.3,0.735449735449735
"246",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,7.9,65.4,0.710758377425044
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,10.8,69.8,0.682539682539683
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,11.4,65.4,0.680776014109347
"249",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,6.2,57.5,0.686067019400353
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,5.1,61.8,0.689594356261023
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5.3,65.5,0.717813051146384
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,3.3,66.8,0.634920634920635
"253",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,3.9,69.1,0.72310405643739
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,4.5,69.6,0.742504409171076
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,3.5,68.9,0.694885361552028
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,4.5,69.6,0.64021164021164
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,11.5,56.9,0.661375661375661
"258",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,7.1,69.8,0.687830687830688
"259",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,12,61.9,0.590828924162258
"260",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,13.5,44.5,0.589065255731922
"261",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,9.9,48,0.576719576719577
"262",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,9,55,0.571428571428571
"263",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,9.8,57.2,0.627865961199294
"264",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,9.8,57.5,0.622574955908289
"265",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,6.3,56.6,0.555555555555556
"266",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,4.4,52.2,0.624338624338624
"267",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,4.1,51,0.63668430335097
"268",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,7.8,53.9,0.574955908289242
"269",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,7,62.9,0.590828924162258
"270",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,8.3,64.7,0.6331569664903
"271",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,8.4,54.9,0.679012345679012
"272",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,7.6,55.4,0.608465608465608
"273",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,9.9,56.4,0.710758377425044
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,9.3,50.3,0.670194003527337
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,6.1,45.9,0.615520282186949
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,8.5,55.5,0.659611992945326
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,10.2,52.5,0.659611992945326
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,5.8,50.4,0.590828924162258
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,6.4,50.3,0.596119929453263
"280",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,5.1,59.1,0.693121693121693
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,8.8,64.2,0.634920634920635
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,4.7,55.5,0.626102292768959
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,10.1,64.2,0.626102292768959
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,13.7,61.7,0.675485008818342
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,9.5,48.5,0.675485008818342
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,4.9,45.3,0.661375661375661
"287",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,17.2,43,0.716049382716049
"288",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,13.5,40,0.72310405643739
"289",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,6,40,0.615520282186949
"290",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,12.4,53,0.668430335097002
"291",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,14.8,56.1,0.63668430335097
"292",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,8.1,49.5,0.671957671957672
"293",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,15.3,48.5,0.592592592592593
"294",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,8.4,41.1,0.668430335097002
"295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,11.3,45.1,0.583774250440917
"296",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,9.3,43.2,0.523809523809524
"297",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,8.3,52.6,0.62962962962963
"298",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,12.5,50.5,0.532627865961199
"299",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,12.5,31.5,0.532627865961199
"300",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,10.4,28.2,0.532627865961199
"301",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,7.5,27.9,0.624338624338624
"302",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,5.5,27.3,0.624338624338624
"303",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,6.4,30.2,0.552028218694885
"304",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,13.3,21.1,0.534391534391534
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,15.2,15.6,0.552028218694885
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,12.2,24.5,0.532627865961199
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,13.7,24.6,0.552028218694885
"308",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,6.9,22.9,0.610229276895944
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,10.1,40,0.571428571428571
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,10.1,52.2,0.599647266313933
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,12.4,44.1,0.532627865961199
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,13.8,26.3,0.541446208112875
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,5.2,25.5,0.562610229276896
"314",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,7.5,25.2,0.499118165784832
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,10.9,40.9,0.574955908289242
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,11.8,48.8,0.650793650793651
"317",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,11.5,25.3,0.710758377425044
"318",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,8.7,27.8,0.564373897707231
"319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,10.4,32.4,0.627865961199294
"320",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6.7,31.5,0.592592592592593
"321",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,4.7,36.6,0.686067019400353
"322",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,11,39,0.567901234567901
"323",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,7.3,34.9,0.537918871252205
"324",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,8.2,36.2,0.599647266313933
"325",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,11.4,37.4,0.552028218694885
"326",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,9,33.9,0.649029982363316
"327",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8.4,30.6,0.488536155202822
"328",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,7.5,30.2,0.627865961199294
"329",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,7.5,41.5,0.641975308641975
"330",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,7.3,49.3,0.573192239858907
"331",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,10.1,47,0.596119929453263
"332",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,8,44.3,0.529100529100529
"333",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,11.1,29.5,0.620811287477954
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4.6,26.8,0.580246913580247
"335",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,4.1,31.2,0.673721340388007
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,4.7,33,0.62962962962963
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,7.8,35.1,0.523809523809524
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,8.1,36,0.536155202821869
"339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,10.8,46.5,0.54673721340388
"340",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,9.9,43.3,0.520282186948854
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,11.8,45.8,0.573192239858907
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,8.1,31.3,0.497354497354497
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,7.2,29.7,0.569664902998236
"344",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,5.1,28.4,0.538461538461538
"345",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,4.9,34.3,0.478632478632479
"346",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,15,10.3,0.488888888888889
"347",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,11.6,8,0.509401709401709
"348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10,27.7,0.511111111111111
"349",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,8.7,26.3,0.526495726495727
"350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,9.1,19.3,0.548717948717949
"351",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,5.3,13.5,0.543589743589744
"352",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,9.1,23.5,0.664957264957265
"353",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,6,29.3,0.581196581196581
"354",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,12.1,36.8,0.591452991452991
"355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10.9,38.7,0.548717948717949
"356",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,4.5,34,0.570940170940171
"357",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,4.3,36.6,0.608547008547008
"358",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7.2,34.2,0.6
"359",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4.8,32.2,0.618803418803419
"360",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,10.2,31.7,0.675213675213675
"361",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,8.5,35.1,0.565811965811966
"362",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10.3,34.1,0.535042735042735
"363",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,7.3,25.9,0.572649572649573
"364",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,6.1,29.3,0.586324786324786
"365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6.8,28.7,0.502564102564103
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,12.7,36.1,0.582905982905983
"367",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,9.2,29.7,0.582905982905983
"368",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6.4,25.4,0.48034188034188
"369",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,9.4,20.2,0.535042735042735
"370",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,7.2,33.6,0.502564102564103
"371",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,13.4,29.3,0.488888888888889
"372",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,7.1,28.4,0.524786324786325
"373",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,8.4,14.5,0.483760683760684
"374",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,15.9,21.1,0.47008547008547
"375",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,9.1,18.2,0.509401709401709
"376",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,8.8,7,0.507692307692308
"377",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,6.3,23.4,0.512820512820513
"378",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,8.7,24.3,0.471794871794872
"379",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,12.6,13.9,0.557264957264957
"380",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,6.7,10,0.492307692307692
"381",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,5.1,22,0.593162393162393
"382",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,6.6,23.8,0.535042735042735
"383",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,10.6,30.7,0.535042735042735
"384",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,10.4,26.6,0.499145299145299
"385",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,8.9,15.2,0.500854700854701
"386",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,10.4,14.7,0.558974358974359
"387",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,10.6,34.1,0.557264957264957
"388",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,6.7,37.1,0.488888888888889
"389",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,4.7,40,0.6
"390",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,6.2,43.9,0.644444444444444
"391",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,6.5,44.7,0.584615384615385
"392",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,6.5,44.9,0.623931623931624
"393",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,6.3,50.6,0.663247863247863
"394",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,8.2,52.5,0.582905982905983
"395",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,6.7,47.6,0.632478632478632
"396",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,11.7,61.3,0.637606837606838
"397",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,15,44.1,0.565811965811966
"398",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,4.3,38.8,0.521367521367521
"399",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,7.4,44.4,0.58974358974359
"400",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,7.8,44,0.629059829059829
"401",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,11.4,43,0.521367521367521
"402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,10,34.8,0.538461538461538
"403",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,11.5,31.4,0.487179487179487
"404",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,9.1,32.4,0.548717948717949
"405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,11,40.7,0.553846153846154
"406",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,8.1,39.7,0.555555555555556
"407",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,12.1,30.8,0.601709401709402
"408",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,6.2,29.2,0.533333333333333
"409",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,12.4,34.9,0.478632478632479
"410",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,9,49.1,0.611965811965812
"411",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,9.4,50.1,0.57948717948718
"412",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,8.5,55.9,0.753846153846154
"413",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,11,60.6,0.615384615384615
"414",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,8.9,52,0.593162393162393
"415",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,10.7,42.9,0.582905982905983
"416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10.3,56.3,0.538461538461538
"417",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,6.3,55,0.560683760683761
"418",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7.6,47.2,0.603418803418803
"419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,9.1,54.6,0.553846153846154
"420",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,19.2,54.5,0.613675213675214
"421",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,7.2,50.5,0.601709401709402
"422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,8,58.8,0.611965811965812
"423",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,10.5,63.3,0.625641025641026
"424",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5.1,58.2,0.658119658119658
"425",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9.6,56,0.647863247863248
"426",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,7.1,54.8,0.572649572649573
"427",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,3.8,62.4,0.632478632478632
"428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,7.4,62.3,0.576068376068376
"429",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,8.7,57.5,0.562393162393162
"430",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,14.1,50.8,0.61025641025641
"431",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,16.2,47.6,0.547008547008547
"432",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,12.7,42.2,0.51965811965812
"433",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,7.9,44.5,0.629059829059829
"434",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,4.3,47.5,0.67008547008547
"435",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,13.1,45.9,0.567521367521368
"436",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10.7,47.1,0.606837606837607
"437",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,11.9,49.1,0.6
"438",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5.4,49.1,0.564102564102564
"439",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,5.2,52.3,0.615384615384615
"440",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,12.1,48,0.548717948717949
"441",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,5.5,52.2,0.765811965811966
"442",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,5.8,64.9,0.521367521367521
"443",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,8.5,70.1,0.593162393162393
"444",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,8.4,67.8,0.625641025641026
"445",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,7.2,56.1,0.558974358974359
"446",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,5.4,60.1,0.57948717948718
"447",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,7.8,71.2,0.61025641025641
"448",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,7.8,73.9,0.652991452991453
"449",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,7.2,60.4,0.541880341880342
"450",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,7.7,50.3,0.567521367521368
"451",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,9.4,59.9,0.625641025641026
"452",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,15.3,54.2,0.620512820512821
"453",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,9.3,49.6,0.591452991452991
"454",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,8.7,55.3,0.641025641025641
"455",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2015,9.8,67.6,0.707692307692308
"456",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,6,72.9,0.765811965811966
"457",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,11.3,74.9,0.711111111111111
"458",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2015,12.9,74.6,0.634188034188034
"459",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,10.5,51.4,0.61025641025641
